P12,,,,
Dia,Oil Rate SC  [Ruído],Water Rate SC  [Ruído],Gas Rate SC  [Ruído],Well Bottom-hole Pressure   [Ruído]
3165,2891.44,50.8029,1537980,56313.9
3166,2889.4,50.1278,1537670,56336.2
3167,3297.32,59.741,1752650,56118.5
3168,2873.7,50.2198,1529550,56228.6
3169,2894.43,49.3981,1540780,56339.6
3170,2891.16,48.8556,1539390,56356.1
3171,2891.17,48.477,1539560,56364.6
3172,2891.29,48.1269,1539740,56370.8
3173,2890.3,47.7822,1539280,56376.6
3174,2890.77,47.5048,1539570,56380.6
3175,2891.21,47.2427,1539820,56384
3176,3270.78,56.0789,1739360,56173.2
3177,3257.01,56.752,1732070,56056.7
3178,2869.66,47.5441,1528070,56259
3179,2895.4,46.9224,1541980,56363.7
3180,2893.89,46.4952,1541500,56377.3
3181,2892.1,46.1293,1540770,56386.6
3182,2890.82,45.811,1540230,56393.5
3183,2890.29,45.5355,1540050,56398.6
3184,2889.88,45.2783,1539910,56403
3185,2889.89,45.0439,1539970,56406.5
3186,2888.9,44.0699,1539550,56411.9
3187,2888.68,43.7955,1539480,56415.3
3188,2888.85,43.6141,1539610,56418.1
3189,2889.12,43.4507,1539790,56420.6
3190,2889.46,43.295,1540000,56422.9
3191,2886.91,43.0785,1538700,56427
3192,2889.88,42.9706,1540320,56428.1
3193,2891.21,42.8461,1541070,56429.4
3194,2892.33,42.7236,1541720,56430.8
3195,0,0,0,59380.3
3196,0,0,0,59490.2
3197,2930,21.7658,1603130,57077.5
3198,2924.84,39.0097,1562710,56652.9
3199,2911.55,39.7852,1551910,56575.5
3200,2907.78,40.0207,1548610,56539.7
3201,3337.58,49.447,1773930,56276.8
3202,3321.67,50.5262,1764770,56125.7
3203,3325.29,51.0762,1766290,56090.9
3204,3145.76,47.4432,1672040,56173.2
3205,3240.75,48.3899,1722560,56251.4
3206,3229.32,48.93,1716830,56158
3207,3230.27,49.1118,1717480,56147.3
3208,3231.37,49.2488,1718270,56140.3
3209,2873.42,41.4818,1530410,56337.9
3210,2907.55,41.2044,1548980,56430.1
3211,2905.04,40.8848,1548150,56445.2
3212,2901.03,40.6133,1546360,56456.3
3213,2901.26,40.4605,1546720,56461.6
3214,2900.65,40.3159,1546580,56466.2
3215,2900.34,40.1884,1546560,56469.6
3216,2899.98,40.0655,1546500,56472.7
3217,2899.52,39.9428,1546370,56475.5
3218,2883.82,39.4993,1538220,56486.7
3219,2887.18,39.4395,1540110,56488.6
3220,2879.68,39.126,1536300,56499.7
3221,2878.58,38.9808,1535860,56503.4
3222,2879.92,38.9037,1536690,56504.9
3223,2883.31,38.8821,1538600,56504.4
3224,2886.06,38.8512,1540170,56504
3225,2888.15,38.8088,1541390,56504.1
